warm start from runs/run100k/ckpt_100000.pt (2,773,699 params)
learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=32, net 2,773,699 params, study=on, gate at 0 games
  GATE OPEN @1: study/resignation enabled
[25/60000] warmup | plies 49 decisive 96% | buffer 1229 steps 0 | 12.3 g/min eta 81.5h
[27175/60000] loss 2.008 (pi 1.593 v 0.083 q 0.028 c 0.046) | plies 103 decisive 80% | buffer 200000 steps 50473 | 67.1 g/min eta 8.2h
[27200/60000] loss 2.008 (pi 1.592 v 0.084 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 50523 | 67.1 g/min eta 8.1h
[27225/60000] loss 2.009 (pi 1.592 v 0.084 q 0.028 c 0.046) | plies 105 decisive 79% | buffer 200000 steps 50568 | 67.1 g/min eta 8.1h
[27250/60000] loss 2.001 (pi 1.590 v 0.083 q 0.028 c 0.046) | plies 104 decisive 79% | buffer 200000 steps 50612 | 67.1 g/min eta 8.1h
[27275/60000] loss 2.008 (pi 1.598 v 0.083 q 0.028 c 0.046) | plies 105 decisive 78% | buffer 200000 steps 50661 | 67.1 g/min eta 8.1h
[27300/60000] loss 2.006 (pi 1.596 v 0.083 q 0.028 c 0.045) | plies 102 decisive 81% | buffer 200000 steps 50704 | 67.0 g/min eta 8.1h
[27325/60000] loss 2.014 (pi 1.604 v 0.084 q 0.028 c 0.046) | plies 101 decisive 81% | buffer 200000 steps 50745 | 67.0 g/min eta 8.1h
[27350/60000] loss 2.016 (pi 1.602 v 0.084 q 0.029 c 0.046) | plies 101 decisive 80% | buffer 200000 steps 50786 | 67.0 g/min eta 8.1h
[27375/60000] loss 2.019 (pi 1.605 v 0.084 q 0.028 c 0.045) | plies 102 decisive 78% | buffer 200000 steps 50836 | 67.0 g/min eta 8.1h
[27400/60000] loss 2.014 (pi 1.602 v 0.083 q 0.028 c 0.044) | plies 102 decisive 80% | buffer 200000 steps 50889 | 67.0 g/min eta 8.1h
[27425/60000] loss 2.008 (pi 1.599 v 0.083 q 0.028 c 0.044) | plies 103 decisive 78% | buffer 200000 steps 50933 | 66.9 g/min eta 8.1h
[27450/60000] loss 2.012 (pi 1.600 v 0.084 q 0.028 c 0.044) | plies 105 decisive 78% | buffer 200000 steps 50980 | 66.9 g/min eta 8.1h
[27475/60000] loss 2.011 (pi 1.600 v 0.083 q 0.028 c 0.043) | plies 105 decisive 77% | buffer 200000 steps 51027 | 66.9 g/min eta 8.1h
[27500/60000] loss 2.011 (pi 1.600 v 0.084 q 0.028 c 0.044) | plies 106 decisive 78% | buffer 200000 steps 51073 | 66.9 g/min eta 8.1h
[27525/60000] loss 2.016 (pi 1.604 v 0.084 q 0.028 c 0.044) | plies 106 decisive 80% | buffer 200000 steps 51116 | 66.9 g/min eta 8.1h
[27550/60000] loss 2.030 (pi 1.614 v 0.085 q 0.028 c 0.045) | plies 108 decisive 80% | buffer 200000 steps 51166 | 66.9 g/min eta 8.1h
[27575/60000] loss 2.025 (pi 1.612 v 0.084 q 0.028 c 0.045) | plies 106 decisive 83% | buffer 200000 steps 51209 | 66.9 g/min eta 8.1h
[27600/60000] loss 2.017 (pi 1.604 v 0.084 q 0.028 c 0.044) | plies 104 decisive 84% | buffer 200000 steps 51253 | 66.9 g/min eta 8.1h
[27625/60000] loss 2.016 (pi 1.603 v 0.083 q 0.028 c 0.046) | plies 101 decisive 85% | buffer 200000 steps 51292 | 66.9 g/min eta 8.1h
[27650/60000] loss 2.011 (pi 1.600 v 0.083 q 0.028 c 0.045) | plies 101 decisive 86% | buffer 200000 steps 51345 | 66.9 g/min eta 8.1h
[27675/60000] loss 2.012 (pi 1.599 v 0.083 q 0.028 c 0.045) | plies 99 decisive 88% | buffer 200000 steps 51390 | 66.9 g/min eta 8.1h
[27700/60000] loss 2.017 (pi 1.602 v 0.084 q 0.028 c 0.045) | plies 97 decisive 88% | buffer 200000 steps 51430 | 66.9 g/min eta 8.1h
[27725/60000] loss 2.010 (pi 1.597 v 0.084 q 0.028 c 0.044) | plies 98 decisive 86% | buffer 200000 steps 51475 | 66.9 g/min eta 8.0h
[27750/60000] loss 2.016 (pi 1.602 v 0.084 q 0.028 c 0.045) | plies 97 decisive 87% | buffer 200000 steps 51520 | 66.8 g/min eta 8.0h
[27775/60000] loss 2.023 (pi 1.608 v 0.085 q 0.028 c 0.044) | plies 97 decisive 86% | buffer 200000 steps 51562 | 66.9 g/min eta 8.0h
[27800/60000] loss 2.028 (pi 1.611 v 0.085 q 0.029 c 0.044) | plies 97 decisive 85% | buffer 200000 steps 51609 | 66.8 g/min eta 8.0h
[27825/60000] loss 2.023 (pi 1.610 v 0.084 q 0.029 c 0.043) | plies 100 decisive 83% | buffer 200000 steps 51654 | 66.9 g/min eta 8.0h
[27850/60000] loss 2.016 (pi 1.603 v 0.084 q 0.028 c 0.043) | plies 99 decisive 81% | buffer 200000 steps 51698 | 66.8 g/min eta 8.0h
[27875/60000] loss 2.015 (pi 1.601 v 0.084 q 0.028 c 0.043) | plies 99 decisive 80% | buffer 200000 steps 51741 | 66.9 g/min eta 8.0h
[27900/60000] loss 2.021 (pi 1.608 v 0.083 q 0.028 c 0.042) | plies 101 decisive 79% | buffer 200000 steps 51786 | 66.9 g/min eta 8.0h
[27925/60000] loss 2.024 (pi 1.609 v 0.084 q 0.028 c 0.042) | plies 101 decisive 80% | buffer 200000 steps 51830 | 66.9 g/min eta 8.0h
[27950/60000] loss 2.024 (pi 1.610 v 0.084 q 0.028 c 0.043) | plies 102 decisive 79% | buffer 200000 steps 51874 | 66.9 g/min eta 8.0h
[27975/60000] loss 2.021 (pi 1.608 v 0.083 q 0.028 c 0.044) | plies 104 decisive 78% | buffer 200000 steps 51922 | 66.9 g/min eta 8.0h
[28000/60000] loss 2.027 (pi 1.615 v 0.083 q 0.028 c 0.045) | plies 106 decisive 76% | buffer 200000 steps 51973 | 66.8 g/min eta 8.0h
  EVAL @28000: q-greedy 6-18-0 | policy-greedy 10-14-0 | search 7-1-0 (eval 66s)
[28025/60000] loss 2.022 (pi 1.611 v 0.083 q 0.029 c 0.045) | plies 106 decisive 77% | buffer 200000 steps 52021 | 66.7 g/min eta 8.0h
[28050/60000] loss 2.021 (pi 1.610 v 0.083 q 0.028 c 0.044) | plies 104 decisive 79% | buffer 200000 steps 52064 | 66.7 g/min eta 8.0h
[28075/60000] loss 2.023 (pi 1.613 v 0.082 q 0.028 c 0.044) | plies 105 decisive 78% | buffer 200000 steps 52112 | 66.8 g/min eta 8.0h
[28100/60000] loss 2.019 (pi 1.608 v 0.083 q 0.028 c 0.044) | plies 104 decisive 78% | buffer 200000 steps 52156 | 66.8 g/min eta 8.0h
[28125/60000] loss 2.020 (pi 1.611 v 0.083 q 0.028 c 0.044) | plies 102 decisive 80% | buffer 200000 steps 52198 | 66.8 g/min eta 7.9h
[28150/60000] loss 2.023 (pi 1.613 v 0.083 q 0.028 c 0.043) | plies 102 decisive 79% | buffer 200000 steps 52245 | 66.8 g/min eta 7.9h
[28175/60000] loss 2.027 (pi 1.614 v 0.083 q 0.028 c 0.043) | plies 103 decisive 78% | buffer 200000 steps 52291 | 66.8 g/min eta 7.9h
[28200/60000] loss 2.021 (pi 1.605 v 0.083 q 0.028 c 0.044) | plies 100 decisive 82% | buffer 200000 steps 52334 | 66.8 g/min eta 7.9h
[28225/60000] loss 2.017 (pi 1.604 v 0.083 q 0.028 c 0.044) | plies 100 decisive 84% | buffer 200000 steps 52385 | 66.8 g/min eta 7.9h
[28250/60000] loss 2.018 (pi 1.607 v 0.083 q 0.028 c 0.044) | plies 102 decisive 83% | buffer 200000 steps 52434 | 66.8 g/min eta 7.9h
[28275/60000] loss 2.023 (pi 1.608 v 0.083 q 0.028 c 0.045) | plies 102 decisive 82% | buffer 200000 steps 52483 | 66.8 g/min eta 7.9h
[28300/60000] loss 2.035 (pi 1.617 v 0.084 q 0.028 c 0.045) | plies 103 decisive 82% | buffer 200000 steps 52527 | 66.8 g/min eta 7.9h
[28325/60000] loss 2.034 (pi 1.619 v 0.084 q 0.028 c 0.045) | plies 106 decisive 80% | buffer 200000 steps 52575 | 66.8 g/min eta 7.9h
[28350/60000] loss 2.033 (pi 1.618 v 0.083 q 0.028 c 0.046) | plies 105 decisive 80% | buffer 200000 steps 52623 | 66.8 g/min eta 7.9h
[28375/60000] loss 2.030 (pi 1.614 v 0.084 q 0.028 c 0.045) | plies 103 decisive 82% | buffer 200000 steps 52664 | 66.8 g/min eta 7.9h
[28400/60000] loss 2.022 (pi 1.609 v 0.083 q 0.028 c 0.044) | plies 105 decisive 80% | buffer 200000 steps 52708 | 66.8 g/min eta 7.9h
[28425/60000] loss 2.023 (pi 1.610 v 0.082 q 0.028 c 0.043) | plies 104 decisive 78% | buffer 200000 steps 52755 | 66.8 g/min eta 7.9h
[28450/60000] loss 2.021 (pi 1.610 v 0.083 q 0.028 c 0.044) | plies 103 decisive 78% | buffer 200000 steps 52795 | 66.8 g/min eta 7.9h
[28475/60000] loss 2.019 (pi 1.607 v 0.083 q 0.028 c 0.044) | plies 102 decisive 79% | buffer 200000 steps 52841 | 66.8 g/min eta 7.9h
[28500/60000] loss 2.015 (pi 1.605 v 0.082 q 0.028 c 0.044) | plies 103 decisive 78% | buffer 200000 steps 52888 | 66.9 g/min eta 7.9h
[28525/60000] loss 2.018 (pi 1.607 v 0.082 q 0.028 c 0.045) | plies 105 decisive 76% | buffer 200000 steps 52942 | 66.9 g/min eta 7.8h
[28550/60000] loss 2.023 (pi 1.611 v 0.081 q 0.028 c 0.044) | plies 106 decisive 75% | buffer 200000 steps 52990 | 66.9 g/min eta 7.8h
[28575/60000] loss 2.019 (pi 1.605 v 0.081 q 0.028 c 0.045) | plies 108 decisive 75% | buffer 200000 steps 53037 | 66.9 g/min eta 7.8h
[28600/60000] loss 2.018 (pi 1.605 v 0.082 q 0.028 c 0.046) | plies 107 decisive 76% | buffer 200000 steps 53082 | 66.9 g/min eta 7.8h
[28625/60000] loss 2.015 (pi 1.603 v 0.082 q 0.028 c 0.045) | plies 106 decisive 77% | buffer 200000 steps 53124 | 66.9 g/min eta 7.8h
[28650/60000] loss 2.012 (pi 1.600 v 0.082 q 0.028 c 0.044) | plies 106 decisive 78% | buffer 200000 steps 53168 | 66.8 g/min eta 7.8h
[28675/60000] loss 2.012 (pi 1.600 v 0.082 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 53213 | 66.9 g/min eta 7.8h
[28700/60000] loss 2.016 (pi 1.605 v 0.082 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 53261 | 66.9 g/min eta 7.8h
[28725/60000] loss 2.017 (pi 1.603 v 0.082 q 0.028 c 0.044) | plies 99 decisive 84% | buffer 200000 steps 53299 | 66.8 g/min eta 7.8h
[28750/60000] loss 2.021 (pi 1.606 v 0.083 q 0.028 c 0.044) | plies 98 decisive 84% | buffer 200000 steps 53342 | 66.9 g/min eta 7.8h
[28775/60000] loss 2.021 (pi 1.609 v 0.083 q 0.028 c 0.044) | plies 99 decisive 82% | buffer 200000 steps 53391 | 66.9 g/min eta 7.8h
[28800/60000] loss 2.030 (pi 1.616 v 0.083 q 0.028 c 0.045) | plies 99 decisive 81% | buffer 200000 steps 53439 | 66.9 g/min eta 7.8h
[28825/60000] loss 2.032 (pi 1.617 v 0.082 q 0.028 c 0.045) | plies 101 decisive 80% | buffer 200000 steps 53487 | 66.9 g/min eta 7.8h
[28850/60000] loss 2.031 (pi 1.615 v 0.082 q 0.028 c 0.045) | plies 102 decisive 80% | buffer 200000 steps 53531 | 66.9 g/min eta 7.8h
[28875/60000] loss 2.027 (pi 1.612 v 0.082 q 0.028 c 0.044) | plies 101 decisive 78% | buffer 200000 steps 53570 | 66.9 g/min eta 7.8h
[28900/60000] loss 2.033 (pi 1.617 v 0.082 q 0.028 c 0.043) | plies 100 decisive 80% | buffer 200000 steps 53614 | 66.9 g/min eta 7.7h
[28925/60000] loss 2.030 (pi 1.614 v 0.082 q 0.028 c 0.044) | plies 102 decisive 79% | buffer 200000 steps 53659 | 66.9 g/min eta 7.7h
[28950/60000] loss 2.024 (pi 1.610 v 0.082 q 0.028 c 0.043) | plies 102 decisive 79% | buffer 200000 steps 53707 | 66.9 g/min eta 7.7h
[28975/60000] loss 2.021 (pi 1.605 v 0.082 q 0.028 c 0.044) | plies 101 decisive 80% | buffer 200000 steps 53754 | 66.9 g/min eta 7.7h
[29000/60000] loss 2.023 (pi 1.608 v 0.082 q 0.028 c 0.044) | plies 100 decisive 81% | buffer 200000 steps 53797 | 66.9 g/min eta 7.7h
  EVAL @29000: q-greedy 4-20-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 52s)
[29025/60000] loss 2.029 (pi 1.611 v 0.082 q 0.028 c 0.043) | plies 98 decisive 82% | buffer 200000 steps 53839 | 66.8 g/min eta 7.7h
[29050/60000] loss 2.038 (pi 1.621 v 0.082 q 0.028 c 0.044) | plies 99 decisive 82% | buffer 200000 steps 53887 | 66.8 g/min eta 7.7h
[29075/60000] loss 2.027 (pi 1.609 v 0.082 q 0.028 c 0.044) | plies 99 decisive 82% | buffer 200000 steps 53932 | 66.9 g/min eta 7.7h
[29100/60000] loss 2.030 (pi 1.613 v 0.082 q 0.028 c 0.045) | plies 100 decisive 82% | buffer 200000 steps 53974 | 66.9 g/min eta 7.7h
[29125/60000] loss 2.034 (pi 1.615 v 0.083 q 0.028 c 0.045) | plies 100 decisive 82% | buffer 200000 steps 54018 | 66.9 g/min eta 7.7h
[29150/60000] loss 2.025 (pi 1.609 v 0.083 q 0.028 c 0.045) | plies 98 decisive 84% | buffer 200000 steps 54060 | 66.9 g/min eta 7.7h
[29175/60000] loss 2.021 (pi 1.606 v 0.083 q 0.028 c 0.045) | plies 97 decisive 83% | buffer 200000 steps 54104 | 66.9 g/min eta 7.7h
[29200/60000] loss 2.026 (pi 1.609 v 0.083 q 0.028 c 0.045) | plies 98 decisive 82% | buffer 200000 steps 54152 | 66.9 g/min eta 7.7h
[29225/60000] loss 2.032 (pi 1.614 v 0.083 q 0.028 c 0.045) | plies 100 decisive 84% | buffer 200000 steps 54208 | 66.9 g/min eta 7.7h
[29250/60000] loss 2.032 (pi 1.614 v 0.083 q 0.029 c 0.045) | plies 99 decisive 84% | buffer 200000 steps 54248 | 66.9 g/min eta 7.7h
[29275/60000] loss 2.029 (pi 1.612 v 0.083 q 0.028 c 0.045) | plies 99 decisive 84% | buffer 200000 steps 54296 | 66.9 g/min eta 7.7h
[29300/60000] loss 2.030 (pi 1.611 v 0.083 q 0.028 c 0.044) | plies 100 decisive 82% | buffer 200000 steps 54342 | 66.9 g/min eta 7.6h
[29325/60000] loss 2.024 (pi 1.605 v 0.083 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 54390 | 66.9 g/min eta 7.6h
[29350/60000] loss 2.026 (pi 1.607 v 0.083 q 0.028 c 0.043) | plies 103 decisive 79% | buffer 200000 steps 54438 | 66.9 g/min eta 7.6h
[29375/60000] loss 2.028 (pi 1.611 v 0.083 q 0.028 c 0.043) | plies 103 decisive 80% | buffer 200000 steps 54478 | 66.9 g/min eta 7.6h
[29400/60000] loss 2.021 (pi 1.602 v 0.082 q 0.028 c 0.043) | plies 102 decisive 78% | buffer 200000 steps 54522 | 66.9 g/min eta 7.6h
[29425/60000] loss 2.024 (pi 1.601 v 0.083 q 0.028 c 0.043) | plies 100 decisive 78% | buffer 200000 steps 54570 | 66.9 g/min eta 7.6h
[29450/60000] loss 2.022 (pi 1.601 v 0.082 q 0.028 c 0.043) | plies 102 decisive 78% | buffer 200000 steps 54621 | 66.9 g/min eta 7.6h
[29475/60000] loss 2.026 (pi 1.603 v 0.082 q 0.028 c 0.043) | plies 102 decisive 79% | buffer 200000 steps 54665 | 66.9 g/min eta 7.6h
[29500/60000] loss 2.021 (pi 1.600 v 0.082 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 54706 | 66.9 g/min eta 7.6h
[29525/60000] loss 2.029 (pi 1.606 v 0.082 q 0.028 c 0.043) | plies 101 decisive 82% | buffer 200000 steps 54755 | 66.9 g/min eta 7.6h
[29550/60000] loss 2.024 (pi 1.602 v 0.083 q 0.029 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 54803 | 66.9 g/min eta 7.6h
[29575/60000] loss 2.024 (pi 1.604 v 0.082 q 0.029 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 54846 | 66.9 g/min eta 7.6h
[29600/60000] loss 2.027 (pi 1.607 v 0.082 q 0.028 c 0.043) | plies 102 decisive 82% | buffer 200000 steps 54887 | 66.9 g/min eta 7.6h
[29625/60000] loss 2.024 (pi 1.605 v 0.082 q 0.028 c 0.044) | plies 104 decisive 80% | buffer 200000 steps 54933 | 66.9 g/min eta 7.6h
[29650/60000] loss 2.027 (pi 1.606 v 0.082 q 0.028 c 0.043) | plies 103 decisive 82% | buffer 200000 steps 54981 | 66.9 g/min eta 7.6h
[29675/60000] loss 2.028 (pi 1.611 v 0.082 q 0.028 c 0.043) | plies 105 decisive 80% | buffer 200000 steps 55031 | 66.9 g/min eta 7.6h
[29700/60000] loss 2.034 (pi 1.614 v 0.083 q 0.028 c 0.043) | plies 105 decisive 80% | buffer 200000 steps 55076 | 66.9 g/min eta 7.5h
[29725/60000] loss 2.029 (pi 1.609 v 0.082 q 0.028 c 0.043) | plies 105 decisive 82% | buffer 200000 steps 55122 | 66.9 g/min eta 7.5h
[29750/60000] loss 2.029 (pi 1.610 v 0.082 q 0.028 c 0.043) | plies 104 decisive 82% | buffer 200000 steps 55171 | 66.9 g/min eta 7.5h
[29775/60000] loss 2.030 (pi 1.610 v 0.082 q 0.028 c 0.044) | plies 105 decisive 83% | buffer 200000 steps 55216 | 66.9 g/min eta 7.5h
[29800/60000] loss 2.025 (pi 1.605 v 0.083 q 0.029 c 0.045) | plies 104 decisive 84% | buffer 200000 steps 55263 | 66.9 g/min eta 7.5h
[29825/60000] loss 2.018 (pi 1.599 v 0.082 q 0.028 c 0.044) | plies 103 decisive 84% | buffer 200000 steps 55311 | 66.9 g/min eta 7.5h
[29850/60000] loss 2.028 (pi 1.610 v 0.082 q 0.029 c 0.044) | plies 103 decisive 84% | buffer 200000 steps 55358 | 66.9 g/min eta 7.5h
[29875/60000] loss 2.031 (pi 1.614 v 0.082 q 0.029 c 0.044) | plies 100 decisive 86% | buffer 200000 steps 55399 | 66.9 g/min eta 7.5h
[29900/60000] loss 2.024 (pi 1.608 v 0.083 q 0.029 c 0.044) | plies 100 decisive 86% | buffer 200000 steps 55442 | 66.9 g/min eta 7.5h
[29925/60000] loss 2.027 (pi 1.611 v 0.083 q 0.028 c 0.044) | plies 101 decisive 83% | buffer 200000 steps 55490 | 66.9 g/min eta 7.5h
[29950/60000] loss 2.019 (pi 1.605 v 0.082 q 0.028 c 0.043) | plies 102 decisive 84% | buffer 200000 steps 55541 | 66.9 g/min eta 7.5h
[29975/60000] loss 2.018 (pi 1.604 v 0.082 q 0.028 c 0.043) | plies 102 decisive 82% | buffer 200000 steps 55589 | 66.9 g/min eta 7.5h
[30000/60000] loss 2.015 (pi 1.602 v 0.082 q 0.028 c 0.043) | plies 103 decisive 82% | buffer 200000 steps 55633 | 66.9 g/min eta 7.5h
  EVAL @30000: q-greedy 2-22-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 60s)
[30025/60000] loss 2.021 (pi 1.607 v 0.082 q 0.028 c 0.044) | plies 103 decisive 82% | buffer 200000 steps 55678 | 66.8 g/min eta 7.5h
[30050/60000] loss 2.026 (pi 1.614 v 0.081 q 0.028 c 0.044) | plies 103 decisive 80% | buffer 200000 steps 55726 | 66.9 g/min eta 7.5h
[30075/60000] loss 2.026 (pi 1.613 v 0.082 q 0.028 c 0.045) | plies 103 decisive 80% | buffer 200000 steps 55770 | 66.9 g/min eta 7.5h
[30100/60000] loss 2.014 (pi 1.605 v 0.082 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 55816 | 66.9 g/min eta 7.4h
[30125/60000] loss 2.014 (pi 1.604 v 0.083 q 0.028 c 0.045) | plies 102 decisive 80% | buffer 200000 steps 55862 | 66.9 g/min eta 7.4h
[30150/60000] loss 2.028 (pi 1.617 v 0.082 q 0.028 c 0.044) | plies 99 decisive 82% | buffer 200000 steps 55902 | 66.9 g/min eta 7.4h
[30175/60000] loss 2.023 (pi 1.617 v 0.082 q 0.028 c 0.045) | plies 99 decisive 83% | buffer 200000 steps 55949 | 66.9 g/min eta 7.4h
[30200/60000] loss 2.011 (pi 1.606 v 0.082 q 0.028 c 0.045) | plies 98 decisive 84% | buffer 200000 steps 55989 | 66.9 g/min eta 7.4h
[30225/60000] loss 2.010 (pi 1.607 v 0.082 q 0.028 c 0.044) | plies 98 decisive 84% | buffer 200000 steps 56035 | 66.9 g/min eta 7.4h
[30250/60000] loss 2.015 (pi 1.611 v 0.083 q 0.028 c 0.044) | plies 97 decisive 84% | buffer 200000 steps 56076 | 66.9 g/min eta 7.4h
[30275/60000] loss 2.013 (pi 1.610 v 0.083 q 0.028 c 0.044) | plies 97 decisive 84% | buffer 200000 steps 56123 | 66.9 g/min eta 7.4h
[30300/60000] loss 2.023 (pi 1.618 v 0.083 q 0.028 c 0.044) | plies 99 decisive 83% | buffer 200000 steps 56173 | 66.9 g/min eta 7.4h
[30325/60000] loss 2.021 (pi 1.616 v 0.083 q 0.028 c 0.044) | plies 97 decisive 84% | buffer 200000 steps 56214 | 66.9 g/min eta 7.4h
[30350/60000] loss 2.017 (pi 1.614 v 0.082 q 0.028 c 0.045) | plies 98 decisive 82% | buffer 200000 steps 56257 | 66.9 g/min eta 7.4h
[30375/60000] loss 2.019 (pi 1.615 v 0.083 q 0.028 c 0.045) | plies 98 decisive 83% | buffer 200000 steps 56302 | 66.8 g/min eta 7.4h
[30400/60000] loss 2.015 (pi 1.610 v 0.083 q 0.028 c 0.044) | plies 98 decisive 82% | buffer 200000 steps 56342 | 66.9 g/min eta 7.4h
[30425/60000] loss 2.009 (pi 1.606 v 0.083 q 0.028 c 0.044) | plies 97 decisive 81% | buffer 200000 steps 56388 | 66.8 g/min eta 7.4h
[30450/60000] loss 2.006 (pi 1.602 v 0.083 q 0.028 c 0.044) | plies 98 decisive 82% | buffer 200000 steps 56433 | 66.8 g/min eta 7.4h
[30475/60000] loss 2.012 (pi 1.611 v 0.083 q 0.028 c 0.043) | plies 99 decisive 82% | buffer 200000 steps 56478 | 66.8 g/min eta 7.4h
[30500/60000] loss 2.012 (pi 1.615 v 0.083 q 0.028 c 0.043) | plies 98 decisive 84% | buffer 200000 steps 56524 | 66.8 g/min eta 7.4h
[30525/60000] loss 2.000 (pi 1.602 v 0.083 q 0.028 c 0.043) | plies 99 decisive 82% | buffer 200000 steps 56572 | 66.8 g/min eta 7.4h
[30550/60000] loss 2.002 (pi 1.604 v 0.082 q 0.028 c 0.045) | plies 99 decisive 84% | buffer 200000 steps 56618 | 66.8 g/min eta 7.3h
[30575/60000] loss 2.003 (pi 1.604 v 0.083 q 0.028 c 0.044) | plies 100 decisive 82% | buffer 200000 steps 56665 | 66.8 g/min eta 7.3h
[30600/60000] loss 2.010 (pi 1.611 v 0.083 q 0.028 c 0.045) | plies 101 decisive 82% | buffer 200000 steps 56708 | 66.8 g/min eta 7.3h
[30625/60000] loss 2.009 (pi 1.612 v 0.083 q 0.028 c 0.045) | plies 102 decisive 81% | buffer 200000 steps 56753 | 66.8 g/min eta 7.3h
[30650/60000] loss 2.015 (pi 1.620 v 0.082 q 0.028 c 0.045) | plies 104 decisive 79% | buffer 200000 steps 56800 | 66.7 g/min eta 7.3h
[30675/60000] loss 2.012 (pi 1.616 v 0.082 q 0.028 c 0.044) | plies 101 decisive 80% | buffer 200000 steps 56843 | 66.7 g/min eta 7.3h
[30700/60000] loss 2.021 (pi 1.622 v 0.082 q 0.028 c 0.043) | plies 100 decisive 81% | buffer 200000 steps 56886 | 66.7 g/min eta 7.3h
[30725/60000] loss 2.010 (pi 1.613 v 0.082 q 0.028 c 0.043) | plies 98 decisive 82% | buffer 200000 steps 56930 | 66.7 g/min eta 7.3h
[30750/60000] loss 2.010 (pi 1.613 v 0.082 q 0.028 c 0.043) | plies 99 decisive 80% | buffer 200000 steps 56973 | 66.7 g/min eta 7.3h
[30775/60000] loss 2.013 (pi 1.612 v 0.083 q 0.028 c 0.043) | plies 99 decisive 82% | buffer 200000 steps 57021 | 66.7 g/min eta 7.3h
[30800/60000] loss 2.015 (pi 1.613 v 0.082 q 0.028 c 0.043) | plies 99 decisive 83% | buffer 200000 steps 57066 | 66.7 g/min eta 7.3h
[30825/60000] loss 2.011 (pi 1.613 v 0.082 q 0.028 c 0.043) | plies 97 decisive 86% | buffer 200000 steps 57107 | 66.7 g/min eta 7.3h
[30850/60000] loss 2.003 (pi 1.606 v 0.081 q 0.028 c 0.043) | plies 97 decisive 85% | buffer 200000 steps 57153 | 66.7 g/min eta 7.3h
[30875/60000] loss 2.000 (pi 1.605 v 0.080 q 0.028 c 0.044) | plies 98 decisive 84% | buffer 200000 steps 57194 | 66.7 g/min eta 7.3h
[30900/60000] loss 2.004 (pi 1.608 v 0.081 q 0.028 c 0.044) | plies 100 decisive 83% | buffer 200000 steps 57245 | 66.7 g/min eta 7.3h
[30925/60000] loss 2.017 (pi 1.618 v 0.082 q 0.028 c 0.044) | plies 99 decisive 84% | buffer 200000 steps 57285 | 66.7 g/min eta 7.3h
[30950/60000] loss 2.014 (pi 1.615 v 0.082 q 0.029 c 0.044) | plies 98 decisive 84% | buffer 200000 steps 57327 | 66.7 g/min eta 7.3h
[30975/60000] loss 2.011 (pi 1.614 v 0.081 q 0.028 c 0.045) | plies 96 decisive 84% | buffer 200000 steps 57367 | 66.7 g/min eta 7.3h
[31000/60000] loss 2.009 (pi 1.610 v 0.082 q 0.028 c 0.044) | plies 94 decisive 84% | buffer 200000 steps 57403 | 66.7 g/min eta 7.2h
  EVAL @31000: q-greedy 8-16-0 | policy-greedy 11-13-0 | search 8-0-0 (eval 63s)
[31025/60000] loss 2.015 (pi 1.616 v 0.082 q 0.028 c 0.044) | plies 95 decisive 82% | buffer 200000 steps 57446 | 66.5 g/min eta 7.3h
[31050/60000] loss 2.010 (pi 1.615 v 0.081 q 0.028 c 0.045) | plies 94 decisive 86% | buffer 200000 steps 57494 | 66.6 g/min eta 7.2h
[31075/60000] loss 2.012 (pi 1.613 v 0.082 q 0.028 c 0.045) | plies 96 decisive 85% | buffer 200000 steps 57540 | 66.6 g/min eta 7.2h
[31100/60000] loss 2.007 (pi 1.610 v 0.082 q 0.028 c 0.043) | plies 94 decisive 86% | buffer 200000 steps 57583 | 66.6 g/min eta 7.2h
[31125/60000] loss 2.014 (pi 1.616 v 0.082 q 0.028 c 0.044) | plies 96 decisive 83% | buffer 200000 steps 57626 | 66.6 g/min eta 7.2h
[31150/60000] loss 2.010 (pi 1.613 v 0.082 q 0.028 c 0.043) | plies 97 decisive 82% | buffer 200000 steps 57670 | 66.6 g/min eta 7.2h
[31175/60000] loss 2.006 (pi 1.611 v 0.082 q 0.028 c 0.043) | plies 98 decisive 82% | buffer 200000 steps 57713 | 66.6 g/min eta 7.2h
[31200/60000] loss 2.008 (pi 1.612 v 0.082 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 57756 | 66.6 g/min eta 7.2h
[31225/60000] loss 2.012 (pi 1.615 v 0.081 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 57799 | 66.5 g/min eta 7.2h
[31250/60000] loss 2.016 (pi 1.620 v 0.082 q 0.028 c 0.044) | plies 101 decisive 78% | buffer 200000 steps 57839 | 66.6 g/min eta 7.2h
